iter	Passed	Remaining
268	405	1101
269	406	1097
270	406	1094
271	407	1090
272	408	1087
273	409	1084
274	409	1080
275	410	1077
276	411	1074
277	412	1072
278	413	1069
279	414	1065
280	415	1062
281	415	1059
282	416	1055
283	417	1052
284	418	1049
285	418	1045
286	419	1042
287	420	1039
288	421	1036
289	422	1034
290	423	1032
291	424	1029
292	427	1032
293	429	1030
294	430	1029
295	431	1026
296	432	1023
297	433	1020
298	434	1017
299	434	1014
300	435	1011
301	436	1008
302	437	1005
303	437	1002
304	438	999
305	439	996
306	440	993
307	440	990
308	442	989
309	443	986
310	444	983
311	444	981
312	445	978
313	446	975
314	447	972
315	447	969
316	448	966
317	449	964
318	450	962
319	451	959
320	452	956
321	453	953
322	453	951
323	454	948
324	455	945
325	456	943
326	457	941
327	458	939
328	459	936
329	459	933
330	460	931
331	461	928
332	462	925
333	462	923
334	463	920
335	464	917
336	465	915
337	466	912
338	466	910
339	467	907
340	468	904
341	468	902
342	469	899
343	470	897
344	472	896
345	472	893
346	473	891
347	474	888
348	475	886
349	475	883
350	476	881
351	477	878
352	478	876
353	478	873
354	479	871
355	480	869
356	481	866
357	481	864
358	482	861
359	483	859
360	484	857
361	484	854
362	486	853
363	487	851
364	488	849
365	488	846
366	489	844
367	490	842
368	491	840
369	491	837
370	492	835
371	493	833
372	494	830
373	495	828
374	495	826
375	496	824
376	497	821
377	497	819
378	498	817
379	499	814
380	500	812
381	501	811
382	502	809
383	503	807
384	504	805
385	505	803
386	507	803
387	508	801
388	509	799
389	510	797
390	511	795
391	511	794
392	513	792
393	514	791
394	517	792
395	518	790
396	519	788
397	520	787
398	521	785
399	522	783
400	522	781
401	523	779
402	524	777
403	525	775
404	526	773
405	527	771
406	527	769
407	528	767
408	529	765
409	531	764
410	532	762
411	533	760
412	533	758
413	534	756
414	535	754
415	536	753
416	537	751
417	538	749
418	539	747
419	539	745
420	540	743
421	541	741
422	542	739
423	543	737
424	544	736
425	545	734
426	546	733
427	547	732
428	548	730
429	549	728
430	550	726
431	551	724
432	552	722
433	553	721
434	554	720
435	556	719
436	556	717
437	557	715
438	558	714
439	559	712
440	561	711
441	562	710
442	563	709
443	564	707
444	565	705
445	566	703
446	567	702
447	568	700
448	569	698
449	570	696
450	570	694
451	572	693
452	573	692
453	574	690
454	575	688
455	576	687
456	577	686
457	578	684
458	579	682
459	580	680
460	580	679
461	581	677
462	582	675
463	583	673
464	583	671
465	584	669
466	585	668
467	586	666
468	586	664
469	587	662
470	588	660
471	589	658
472	591	658
473	592	657
474	594	656
475	595	655
476	596	653
477	597	651
478	597	650
479	598	648
480	599	646
481	600	645
482	601	643
483	601	641
484	602	640
485	603	638
486	604	636
487	606	636
488	607	634
489	607	632
490	608	630
491	609	629
492	610	627
493	610	625
494	611	623
495	612	622
496	613	620
497	613	618
498	614	616
499	615	615
500	616	613
501	616	611
502	617	610
503	618	608
504	619	606
505	620	605
506	621	604
507	622	602
508	622	600
509	623	599
510	624	597
511	625	595
512	625	594
513	626	592
514	627	590
515	628	589
516	629	587
517	630	586
518	630	584
519	631	583
520	632	581
521	633	579
522	633	578
523	635	577
524	636	575
525	636	573
526	637	572
527	638	570
528	639	569
529	639	567
530	640	565
531	641	564
532	642	562
533	643	561
534	643	559
535	644	557
536	645	556
537	646	554
538	646	553
539	647	551
540	648	549
541	649	549
542	650	547
543	651	546
544	652	544
545	653	542
546	653	541
547	654	539
548	655	538
549	655	536
550	656	535
551	657	533
552	658	532
553	659	530
554	659	529
555	660	527
556	661	526
557	662	524
558	662	522
559	663	521
560	665	520
561	665	519
562	666	517
563	667	515
564	668	514
565	668	512
566	669	511
567	670	509
568	671	508
569	671	506
570	672	505
571	673	503
572	674	502
573	674	500
574	675	499
575	676	497
576	677	496
577	677	494
578	679	494
579	680	492
580	681	491
581	681	489
582	682	488
583	683	486
584	684	485
585	684	483
586	685	482
587	686	480
588	687	479
589	687	478
590	688	476
591	689	475
592	690	473
593	690	472
594	691	470
595	692	469
596	693	467
597	694	467
598	695	465
599	696	464
600	697	462
601	697	461
602	698	460
603	699	458
604	700	457
605	700	455
606	701	454
607	702	452
608	703	451
609	703	450
610	704	448
611	705	447
612	706	445
613	706	444
614	707	442
615	709	442
616	710	440
617	710	439
618	711	438
619	712	436
620	713	435
621	713	433
622	714	432
623	715	431
624	716	429
625	717	428
626	717	426
627	718	425
628	719	424
629	720	422
630	720	421
631	721	420
632	722	418
633	723	417
634	724	416
635	725	415
636	726	413
637	727	412
638	727	411
639	728	409
640	729	408
641	730	407
642	730	405
643	731	404
644	732	403
645	733	401
646	733	400
647	734	399
648	735	397
649	736	396
650	736	395
651	737	393
652	739	392
653	740	391
654	740	390
655	741	388
656	742	387
657	743	386
658	743	384
659	744	383
660	745	382
661	746	380
662	746	379
663	747	378
664	748	376
665	749	375
666	749	374
667	750	373
668	751	371
669	752	370
670	753	369
671	754	368
672	755	367
673	756	365
674	756	364
675	757	363
676	758	361
677	759	360
678	759	359
679	760	357
680	761	356
681	762	355
682	762	354
683	763	352
684	764	351
685	765	350
686	765	348
687	766	347
688	767	346
689	769	345
690	769	344
691	770	343
692	771	341
693	772	340
694	772	339
695	773	337
696	774	336
697	775	335
698	776	334
699	776	332
700	777	331
701	778	330
702	779	329
703	779	327
704	780	326
705	781	325
706	783	324
707	785	323
708	786	322
709	787	321
710	788	320
711	789	319
712	790	318
713	791	316
714	791	315
715	792	314
716	793	313
717	794	311
718	794	310
719	795	309
720	797	308
721	798	307
722	799	306
723	800	305
724	801	304
725	802	303
726	803	301
727	804	300
728	805	299
729	805	298
730	806	296
731	807	295
732	808	294
733	808	293
734	809	291
735	810	290
736	812	289
737	812	288
738	813	287
739	814	286
740	815	284
741	816	283
742	816	282
743	817	281
744	818	280
745	819	278
746	819	277
747	820	276
748	821	275
749	822	274
750	822	272
751	823	271
752	824	270
753	825	269
754	826	268
755	827	267
756	828	265
757	829	264
758	830	263
759	830	262
760	831	261
761	832	259
762	833	258
763	833	257
764	834	256
765	835	255
766	836	254
767	836	252
768	837	251
769	838	250
770	839	249
771	839	248
772	841	247
773	842	245
774	843	244
775	844	243
776	844	242
777	845	241
778	846	240
779	846	238
780	847	237
781	848	236
782	849	235
783	849	234
784	850	232
785	851	231
786	852	230
787	852	229
788	853	228
789	854	227
790	855	226
791	857	225
792	857	223
793	858	222
794	859	221
795	860	220
796	860	219
797	861	218
798	862	216
799	863	215
800	863	214
801	864	213
802	865	212
803	866	211
804	866	209
805	867	208
806	868	207
807	869	206
808	869	205
809	871	204
810	872	203
811	873	202
812	874	201
813	874	199
814	875	198
815	876	197
816	877	196
817	877	195
818	878	194
819	879	192
820	879	191
821	880	190
822	881	189
823	882	188
824	883	187
825	884	186
826	886	185
827	887	184
828	888	183
829	889	182
830	890	180
831	890	179
832	891	178
833	892	177
834	893	176
835	894	175
836	895	174
837	895	173
838	896	172
839	897	170
840	898	169
841	899	168
842	901	167
843	902	166
844	903	165
845	904	164
846	905	163
847	906	162
848	907	161
849	908	160
850	909	159
851	910	158
852	911	157
853	912	156
854	913	154
855	914	153
856	916	152
857	917	151
858	918	150
859	919	149
860	920	148
861	921	147
862	922	146
863	922	145
864	923	144
865	924	143
866	925	141
867	926	140
868	927	139
869	928	138
870	928	137
871	929	136
872	931	135
873	932	134
874	933	133
875	934	132
876	935	131
877	936	130
878	936	128
879	937	127
880	938	126
881	939	125
882	940	124
883	941	123
884	942	122
885	942	121
886	943	120
887	944	119
888	946	118
889	947	117
890	948	116
891	949	114
892	950	113
893	951	112
894	952	111
895	953	110
896	955	109
897	956	108
898	957	107
899	957	106
900	958	105
901	959	104
902	961	103
903	962	102
904	963	101
905	963	100
906	964	98
907	965	97
908	966	96
909	967	95
910	968	94
911	968	93
912	969	92
913	970	91
914	971	90
915	972	89
916	973	88
917	974	87
918	975	85
919	976	84
920	977	83
921	978	82
922	979	81
923	980	80
924	980	79
925	981	78
926	982	77
927	983	76
928	985	75
929	986	74
930	988	73
931	991	72
932	992	71
933	994	70
934	995	69
935	997	68
936	998	67
937	1000	66
938	1001	65
939	1002	63
940	1003	62
941	1004	61
942	1006	60
943	1007	59
944	1008	58
945	1009	57
946	1011	56
947	1012	55
948	1014	54
949	1015	53
950	1017	52
951	1018	51
952	1022	50
953	1024	49
954	1026	48
955	1028	47
956	1029	46
957	1032	45
958	1033	44
959	1041	43
960	1043	42
961	1044	41
962	1045	40
963	1047	39
964	1049	38
965	1053	37
966	1055	36
967	1056	34
968	1058	33
969	1059	32
970	1060	31
971	1062	30
972	1063	29
973	1064	28
974	1067	27
975	1068	26
976	1069	25
977	1070	24
978	1071	22
979	1074	21
980	1075	20
981	1076	19
982	1077	18
983	1078	17
984	1079	16
985	1081	15
986	1082	14
987	1083	13
988	1084	12
989	1085	10
990	1086	9
991	1087	8
992	1088	7
993	1089	6
994	1090	5
995	1091	4
996	1092	3
997	1094	2
998	1095	1
999	1097	0
